plateifu "count in aperture" distance(kpc) "nth distance" "nth redsuift difference"
33192 1 [0.5110931015876358] "[0.5110931015876358, 803.9740822234006, 1495.9093360262948, 2129.0565379705563, 2131.303999491365, 3666.3667777089663, 3855.143650891654]" "[-763.5152360263207, 0.0013117521067721022, -832.2908717923948, -36.21026328733958, 556.2059223413428, -94.89213470581568, 191.25346455111705]"
33224 1 [0.2507996034103226] "[0.2507996034103226, 1910.1424707602052, 3028.6185019024197, 3236.3627848882493, 4079.3820039721695, 4082.6597540669227, 4504.502129182951]" "[609.6728996643429, 737.472151913107, 243.04075371536672, 624.5980010962194, -758.0578561556929, -0.0002948932045679953, -118.22175083249746]"
33233 1 [0.035754167856329816] "[0.035754167856329816, 396.61825995504364, 953.4059288983318, 1045.5876901842025, 1613.006923496001, 2231.1606883455142, 2286.860576812714]" "[94.30027849390802, -10.106189065235874, -222.72299244728984, -937.5442190170467, -157.55019843662083, 956.7352701532214, 697.2815239509016]"
33269 2 "[0.061471658013576784, 126.7733620886835]" "[0.061471658013576784, 126.7733620886835, 557.4070667776894, 1066.9284128076822, 1677.3434165778842, 1932.117769783595, 1950.069147593991]" "[9.70273659297677e-05, 220.99077129659509, -406.89319129059754, -118.15211644793592, 107.26895870278484, -271.70621485956303, -111.04694619130635]"
33511 4 "[44.20037590551399, 152.89105367328102, 234.43024616324462, 252.10233718596368]" "[44.20037590551399, 152.89105367328102, 234.43024616324462, 252.10233718596368, 335.6573395996537, 337.41639322947486, 404.24884092274766]" "[745.6074074149096, 364.6599404427523, 963.0723000902722, 355.37251575646945, 66.32096663978346, -61.53412630574755, -73.66384245746931]"
33538 1 [0.1210002081957746] "[0.1210002081957746, 3861.2798888853576, 5061.616721444631, 5460.523125442643, 9001.35502189053, 10131.275237895676, 11161.87236680211]" "[-457.17008269633715, 186.89204655818276, -679.9029867046959, -264.171232902456, -367.04766537018486, 122.920944341939, 30.37727440397076]"
33774 1 [0.04031381749178413] "[0.04031381749178413, 5520.078344355334, 6370.189012541292, 12613.26723077582, 12703.279232527595, 13189.728915958249, 13226.415409582527]" "[70.51295975793168, 216.41353227067754, 338.67785465589924, 495.876116938539, -812.3731286853177, -650.1983435068054, 0.0017951363401205636]"
33803 2 "[0.02118169363853908, 93.14407971160652]" "[0.02118169363853908, 93.14407971160652, 494.57081377415057, 688.4226413122897, 715.749618404141, 756.7396414114287, 978.7200998608778]" "[-95.42607300564148, 82.85093549259504, -9.18458410479376, 1.620590719615426, -144.37379416369893, 9.369943788285445e-05, -265.7781698187093]"
33871 7 "[160.71072062572588, 145.0584096377326, 74.57391533575901, 0.05954276217983607, 141.96556876535686, 253.6300018464788, 243.37298488845707]" "[0.05954276217983607, 74.57391533575901, 141.96556876535686, 145.0584096377326, 160.71072062572588, 243.37298488845707, 253.6300018464788]" "[354.1808316818985, 20.86994630771007, 68.0419333085778, 74.65347180578735, 4.429802175414025e-05, 26.124555873482187, 72.33273244815196]"
33897 1 [28.848969023814377] "[28.848969023814377, 3203.008261868605, 3572.297156843939, 3605.2242016510895, 3885.624635811124, 4433.051077283002, 5354.920306525551]" "[69.89924390421022, -1.2440374047834732, 231.98021671215403, 9.331918467499125e-05, 589.0658371418486, -311.6356671979357, -5.691190495305166]"
34141 4 "[0.16654203211446333, 280.08895658947324, 299.5682589623225, 129.2232581343164]" "[0.16654203211446333, 129.2232581343164, 280.08895658947324, 299.5682589623225, 360.9610867543028, 366.0296746353575, 377.77930548869057]" "[-677.1136054534211, -0.0004845964654477107, -267.22725578874787, 177.5550620995418, 383.2051801529483, -148.5479061359658, -178.92747880506954]"
34252 4 "[286.3542489339936, 177.1282905456792, 20.878972253864116, 282.097324853899]" "[20.878972253864116, 177.1282905456792, 282.097324853899, 286.3542489339936, 426.27998069156337, 439.13567195345695, 485.88272623910706]" "[-404.9097122869733, -306.98299918066886, -663.4655400852802, -751.7653170689586, -339.28349181855646, -198.42421740993288, -484.5385458766761]"
34295 2 "[0.13258050562061896, 8.84604735990677]" "[0.13258050562061896, 8.84604735990677, 1404.574177848265, 1737.945176805916, 2161.6887552174235, 2432.303777198671, 2437.4343025325015]" "[-212.482649619334, -27.714718528904598, 436.45102202113657, 469.87726310584634, -25.592772051759642, 810.6104938943007, 0.00013609047921119994]"
34378 2 "[201.1224976067853, 0.0693683011197903]" "[0.0693683011197903, 201.1224976067853, 322.32035725684, 523.8541405479409, 685.2985676021216, 2020.7726316036055, 2168.427126870409]" "[270.9707038996935, -731.7517534333497, -787.8403828939676, -665.8351613417447, 0.0003723961531997463, -64.35044655810596, 86.80361870647667]"
34380 2 "[200.13747427519638, 19.552307066583033]" "[19.552307066583033, 200.13747427519638, 332.78851038812485, 532.6478916968783, 697.7887424160596, 2005.9423490336421, 2182.745966036936]" "[263.3769609385564, -739.3454963944868, -795.4341258551046, -673.4289043028816, -7.593370564983827, -71.94418951924298, 79.20987574533964]"
34566 1 [0.2397140128623518] "[0.2397140128623518, 1969.0164724733538, 1986.944296927749, 2460.9514693096403, 2648.6154121351133, 3006.9750521202186, 3824.9984246519807]" "[667.4009724757791, -0.00033439946467243425, 191.19151044703727, 731.7517914300382, -847.3360016529887, 818.5550377403617, -114.75296625559324]"
34568 5 "[0.12312811344744753, 292.5897304331629, 199.58126697576876, 123.93502105564212, 183.9461464108336]" "[0.12312811344744753, 123.93502105564212, 183.9461464108336, 199.58126697576876, 292.5897304331629, 319.9505886780799, 321.64969692701163]" "[22.828808156202047, -0.0011023100070069345, -334.3416901325784, -226.0174392882637, -909.8850508261523, 87.04337581034979, -509.4491806823215]"
34585 2 "[76.45411567980078, 0.053724679741582286]" "[0.053724679741582286, 76.45411567980078, 391.19051547139975, 806.7889388686665, 962.2493053494454, 1781.1199689580953, 2832.4842072354622]" "[inf, 130.1764851251912, -134.37886713375926, -156.80225732750475, -59.05758489266069, 388.3620891039331, 151.8745046679337]"
34662 1 [0.23771533004615644] "[0.23771533004615644, 455.89495618015974, 478.4947972603449, 566.9535174045299, 1158.4553425643371, 1161.7598597724825, 1254.5816362021355]" "[112.87865090474361, 60.64079589317615, 3.283211464551544e-05, 36.519848517714685, -977.676755187006, 192.79115523402268, 200.44356431896858]"
34770 0 [] "[2492.0053202280064, 2517.2343537740703, 3180.665818089858, 3396.3291610021097, 3404.2775601854632, 3528.589474875684, 3810.1773372845423]" "[-163.71159382471322, 449.20929565680143, 171.5894539822501, 444.10322234442947, 454.15008050674317, 860.630147668631, 737.5728873893183]"
34898 1 [0.1211871996047201] "[0.1211871996047201, 1716.0665470368983, 2425.1554318239355, 3279.7749383090127, 3455.9607922116274, 3528.3402060792682, 3761.167604036578]" "[630.1276139161884, -98.66942224040633, 885.569764462769, -872.2931361336559, -214.27753357100494, -57.825302997171946, 24.488351293086936]"
35159 2 "[0.10817912256734802, 286.66780475868575]" "[0.10817912256734802, 286.66780475868575, 608.2807808010779, 1447.8627681063579, 1626.8227230886841, 1921.1136032265968, 2207.2389517082993]" "[-22.528152381373605, -311.6623457292747, 626.405519259097, 282.22133341044366, -602.9430554608982, 66.5377589619476, -454.6793046609741]"
35282 1 [0.1459093824927927] "[0.1459093824927927, 739.4840445871571, 1026.2222860987467, 2347.531685400225, 3526.181137319974, 3809.606392940468, 3957.196480925613]" "[184.0067971638656, -349.55329407242766, -631.9285294836544, 493.10515641989474, 0.0005331773376986803, -162.17425200117464, 362.00460217826725]"
35372 1 [0.06624246522305335] "[0.06624246522305335, 592.9911834359182, 708.2580286492206, 717.4032276088533, 934.0592015788473, 1561.1330138923204, 2015.955122245431]" "[-81.03149602620479, 178.5841881967393, 384.44650089786023, 84.3552460303438, 94.4501271918771, 157.2910137055573, 5.586628440419258e-05]"
35429 3 "[0.08134065337371109, 12.647888600721913, 144.29866084137393]" "[0.08134065337371109, 12.647888600721913, 144.29866084137393, 363.2409344348936, 711.7990810120307, 1732.8298210159141, 2176.412269790151]" "[-8.628593776711107e-05, -10.094967447471063, 62.84080022774245, -175.48170950401965, 152.83478395133073, 84.13397471892442, -94.45015761153046]"
35517 1 [0.05848731753747026] "[0.05848731753747026, 378.18749306256336, 1041.8696862704526, 1329.069738106516, 1335.207571419497, 1684.5229797291736, 1791.8028291048502]" "[315.44977058073994, -74.54612289553764, 92.7727072691482, 15.440043130503266, -0.0010263394999795938, 541.052886402921, -81.49717282909039]"
35522 2 "[0.06852003331987865, 180.48864777135745]" "[0.06852003331987865, 180.48864777135745, 352.3624178111792, 475.84399797670034, 1443.7777087276588, 1640.8909601296075, 2167.655511823803]" "[316.0978593956856, -0.0006896070512177945, -20.98115619633814, 494.0152538067428, 273.8554891054062, 120.34941369299868, 432.8562890796838]"
35646 3 "[184.39789723740776, 58.923978261900004, 0.21568726548294878]" "[0.21568726548294878, 58.923978261900004, 184.39789723740776, 1121.9806980422318, 1134.4429648472812, 1138.2519499263417, 1574.3823376187568]" "[125.51915423127033, -177.32616380079318, 0.0004360384694647086, 334.861459154909, 280.3799249472446, 165.94000099301107, 108.79821599136808]"
35649 1 [0.2297712955373796] "[0.2297712955373796, 362.5628641109265, 903.6588389552, 955.1680948569816, 1115.9120059736247, 1262.22158456413, 1325.5045234343586]" "[-381.61025582318604, 204.36414702645837, -70.33187576537432, 294.7814032315403, -367.71709046756325, -598.2498230003326, 230.10000735242065]"
35683 2 "[0.09542545715914828, 189.45232399111143]" "[0.09542545715914828, 189.45232399111143, 1244.1915298320002, 2007.9940136439504, 2604.687082471632, 2701.39212764981, 3368.3988503096507]" "[-859.1644628972662, -340.1944289122475, -555.0202902584028, -259.4376132478518, -781.8228642471386, -0.0017360684973636012, -574.9196809582812]"
35748 1 [0.2553793271814531] "[0.2553793271814531, 925.5996003046426, 2372.7492459703817, 3333.0297030226166, 3791.455958488815, 4136.766814077268, 4433.121290165008]" "[312.8088871887741, 521.2398719411758, 545.0659804377077, -968.0694825077833, 23.614385888364716, 0.0004720395473695334, -799.5377924093189]"
35751 1 [0.0968270156661814] "[0.0968270156661814, 491.26817179029297, 922.2153663486814, 1009.103471508819, 1038.0811016319815, 1580.1179317018566, 1696.5926082573521]" "[-243.43494177740993, -75.52866748273554, 13.32951646861252, -0.0007746635991646234, -516.9784125879723, -82.22955109477225, 285.92146180626565]"
35777 2 "[204.45320610559503, 9.193975133331103]" "[9.193975133331103, 204.45320610559503, 1120.247930199081, 1180.4218633568541, 1289.6461030379758, 2405.239724859457, 2578.5776663527313]" "[12.12543561154287, 333.2809181134967, 233.48689210730473, 116.1901581064729, -309.0255796346696, 24.017270395037343, -40.05657870325763]"
35862 3 "[0.07838000924685581, 138.64462462216508, 217.77464281530195]" "[0.07838000924685581, 138.64462462216508, 217.77464281530195, 310.32483521579644, 1182.5194907949715, 1346.159023984407, 1716.195176344385]" "[74.54724238267421, 0.0021458266365470447, -117.95574202391624, 21.51198222127437, 367.6081535272288, -582.840710748316, 677.3721338887202]"
35880 7 "[216.10888991638666, 283.0820364372922, 99.98696998172366, 126.4704459830101, 106.77159728302536, 0.03989025856587385, 54.73481995939755]" "[0.03989025856587385, 54.73481995939755, 99.98696998172366, 106.77159728302536, 126.4704459830101, 216.10888991638666, 283.0820364372922]" "[470.871217736086, -346.5405369339528, 201.99937961704856, 0.00012631826674545463, -319.0445778458955, 145.10217686724488, -221.59362747604573]"
35909 3 "[146.673100934313, 0.031496713107202534, 154.8468065785041]" "[0.031496713107202534, 146.673100934313, 154.8468065785041, 947.9359369540244, 1076.2355913481545, 1320.935411313021, 1594.5263614733115]" "[-12.879730574123354, 185.21625802064707, 94.27633289382626, 298.6398812937217, -503.9740887330694, -413.8338023839516, 209.30370097804834]"
35959 2 "[0.4250508337133406, 176.31919036716872]" "[0.4250508337133406, 176.31919036716872, 1115.6848973110175, 1266.3843653175652, 1728.0658060409626, 1740.2920896623607, 1973.7893220011101]" "[-425.2161425817307, -92.17329255202378, -0.00040484058822322697, 117.29632916024362, 217.0903551664356, -104.06512733551824, 641.5868647332195]"
36043 2 "[0.09136789323648012, 13.50067941267776]" "[0.09136789323648012, 13.50067941267776, 563.9891773607555, 647.362980563213, 834.1341263344808, 994.3060424665553, 1125.2164501934228]" "[420.7771789644982, 514.6409229740377, -55.40547952979545, -283.4990904277835, 396.90416428268213, 446.21596678366024, -83.37496772643665]"
36055 0 [] "[580.3317520283567, 742.27715030819, 889.0956124637419, 908.4768445584833, 1333.81573460784, 1674.8223980492846, 3758.686264182971]" "[71.7406820700143, 53.37579371729237, -323.8325801993485, -892.5968803054119, 124.36495470320922, 280.03541552230456, -373.11757916587845]"
36474 1 [0.32092896084246764] "[0.32092896084246764, 1175.6504380276704, 1921.481070009501, 2140.899560951057, 6803.974295188949, 7008.572222421736, 7162.792566656719]" "[-38.17110636446244, -333.46787900756664, -0.0006396824306892133, 498.62997891218595, 479.6061703376137, -8.953020188111728, 313.6453859183007]"
36626 2 "[200.92989483929733, 0.29038997403196015]" "[0.29038997403196015, 200.92989483929733, 390.2315240062296, 516.8123841930477, 547.9761316815274, 666.5461904647744, 699.0712376290177]" "[174.320670351534, -0.0005831877301906008, -101.24646730986343, -408.7611844055812, 623.5523749582161, 28.636759742244006, -306.43645802191]"
36918 1 [0.33441890855050105] "[0.33441890855050105, 2785.20971956695, 3357.4545234793927, 4754.186903911873, 5218.482651236871, 5318.772584249312, 5370.901754808235]" "[65.3610284257113, -314.26189721913346, 0.0006096739052790135, -66.56596812806734, 586.5021487010299, -649.8332139984489, -135.85757193226823]"
37016 1 [0.11012018814345415] "[0.11012018814345415, 649.9290874696541, 735.0420775107161, 1182.0873976831529, 1183.4175482393823, 1397.5761270758467, 1563.6150017780305]" "[858.4501573225272, 538.7956727496696, 810.0161705747258, -4.2215495042881215e-05, 514.0225060359699, 220.66898964035636, -106.23808462859564]"
37136 1 [13.659455935683576] "[13.659455935683576, 1633.5165098744328, 2650.658739608889, 2657.228139367615, 3971.6876930327203, 5178.257179766798, 6837.977967359628]" "[618.4834680128185, 0.0008451333133698626, -808.6640227951468, 32.174020982572266, -702.2517574081332, -17.42591951372342, -375.40052383594826]"
37137 1 [0.1752133034719711] "[0.1752133034719711, 1228.0020628858415, 1264.1228581315327, 2697.6408687539147, 3353.2727517835574, 3559.3367587098965, 3561.5938130591103]" "[-135.49708150817162, 150.92995486046667, -0.0007476170480811529, -28.220402135205322, -401.65617857826953, -58.45478899271493, -169.01936859132056]"
37218 1 [239.69770230433417] "[239.69770230433417, 1552.6360780771472, 1797.4686624634342, 1810.5231388709337, 1814.3753398297695, 2362.8820228786417, 3741.7214636027297]" "[242.37917529766406, -812.0852716596559, -629.4013153725699, 126.1858534649476, -716.4145227027371, -715.60148215781, -667.5114741020933]"
37284 3 "[0.07658047092402592, 31.455601136161853, 262.5430865075303]" "[0.07658047092402592, 31.455601136161853, 262.5430865075303, 323.54963728149204, 776.3377616041057, 1062.0400478616923, 1455.7623121933218]" "[574.1403026220379, -190.29649983910934, 938.4718118642149, 577.4013993132291, 152.90488974644524, -0.00033976874963708586, 362.2896335996268]"
37328 2 "[246.65280833699802, 0.09736713365159017]" "[0.09736713365159017, 246.65280833699802, 2573.765697371592, 2645.382280125711, 5440.831396735502, 7754.830389036535, 8134.432292836171]" "[487.26246880267445, 17.427780716850243, -997.4746493950049, -684.8248218245964, 0.0010160698134548463, -357.9735882524114, 49.60095656610914]"
37346 3 "[0.21995193813573619, 124.16482442412033, 287.62166901046436]" "[0.21995193813573619, 124.16482442412033, 287.62166901046436, 922.6229279545224, 1161.6975525052153, 1346.6756539897601, 1637.2531711296378]" "[-161.87499411000869, -199.2882609438803, -367.6010555110182, -753.0783198049123, -263.3062693454083, 0.00048493383267390433, 237.82377883649804]"
