MANGAID,plateifu,identified_mangaid,stellarmass_1.0re,o3_lum_1re,dn4000_specindex_1re,hd_specindex_1re,sfr_1re,stellarmass_0.5re,o3_lum_0.5re,dn4000_specindex_0.5re,hd_specindex_0.5re,sfr_0.5re,stellarmass_0.3re,o3_lum_0.3re,dn4000_specindex_0.3re,hd_specindex_0.3re,sfr_0.3re
1-189522,11872-3703,1-189522,10.48643724,40.02878512,1.911739707,-1.086934447,0.090797757,10.1328514,39.7507891,1.971854329,-1.348803759,0.050015549,9.801485851,39.48155336,2.004415989,-1.45428896,0.028673047
1-189584,10510-12704,1-189584,9.528008802,42.28476248,1.26023829,4.081965923,nan,9.280173837,42.25972169,1.398665071,2.335113525,16.45187939,9.087342702,42.2253236,1.600298405,0.620233297,4.898865371
1-190110,11956-6102,1-190110,11.13945658,39.08910395,1.766387224,0.244580418,0.011353652,10.82260522,38.72536745,1.841282725,-0.504981637,0.003798674,10.47207623,38.34092378,1.870983839,-0.674562097,0.001431582
1-190121,11956-12701,1-190121,10.06685744,39.89620823,1.381146312,4.80867815,0.44627935,9.612026625,39.29570923,1.41002059,4.264639378,0.153904912,9.225819676,38.8700049,1.412894368,3.894912004,0.06627062
1-190560,8623-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-190574,8623-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-1907,10846-12704,1-1907,9.246607426,38.75139919,1.338359118,5.371325016,0.014435225,8.892459215,38.28739064,1.366004109,4.367763042,0.004455702,8.559848587,37.89853871,1.355855107,4.346640587,0.001687574
1-191503,7965-6103,1-191503,11.08908253,41.61754271,1.430476069,3.364151955,5.791858635,10.83895105,41.47525999,1.572383046,1.858977318,2.088555258,10.57394736,41.2638085,1.650515318,1.06837821,1.130976355
1-1923,10846-3702,1-1923,10.44586634,39.99702698,1.914708972,-1.34125936,0.037643354,10.09825495,39.70059799,1.932674289,-1.738840938,0.018646655,9.795485663,39.46336212,1.95273006,-1.875729799,0.010195098
1-193038,12066-12704,1-193038,9.073215684,40.40576415,1.305545449,6.439807892,0.421208322,8.872831952,40.19155212,1.327636957,6.049383163,0.254447182,8.603704852,39.90335691,1.331620932,5.374328613,0.126856589
1-194903,11761-6103,1-194903,9.298579026,40.8790857,1.229884148,7.013502598,0.621931831,8.895754521,40.3773404,1.22978282,7.08710146,0.213988377,8.418058511,39.90457256,1.237775683,7.014699936,0.074426464
1-194947,11761-12701,1-194947,9.463831897,39.68672694,1.368861198,5.000212669,0.121939091,9.087481712,39.24174721,1.375066757,4.357143402,0.050177075,8.762928773,38.65513606,1.406383753,4.015825272,0.014615902
1-194994,11956-12703,1-194994,11.24795666,40.43675827,1.462916493,1.89163053,0.587543452,11.0730463,40.30425746,1.431232452,1.829849005,0.520133554,10.8731629,40.16489984,1.391060829,1.748415112,0.38723032
1-195049,11863-12701,1-195049,9.095952419,40.86795761,1.371518254,4.96587944,0.920288621,8.632257879,40.09831895,1.395340204,4.399643898,0.225553247,8.248240907,39.62542031,1.415519953,4.556393623,0.077306738
1-195051,11863-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-195079,11863-3701,1-195079,9.388199112,39.04649099,1.736306071,0.037909392,0.002994101,9.024745149,38.65565124,1.750132442,0.23193635,0.001071689,8.645455771,38.19811561,1.756765842,0.167964548,0.000139438
1-195108,11863-6101,1-195108,11.34384353,39.50070778,2.074485064,-1.578674197,0.004996273,11.0978228,39.29761145,2.061213255,-2.212626457,0.004158114,10.8043716,39.01279982,2.066617727,-2.282687187,0.002863167
1-195169,11863-6103,1-195169,10.37731871,38.66289217,1.398293138,4.807100773,0.015503106,9.910912619,38.15198786,1.386434674,5.229968548,0.005423799,9.07248497,37.33839897,1.399817348,5.229968548,0.000901058
1-195170,11863-1902,1-195170,10.6690716,39.6340965,1.98089695,-2.062952042,0.023427468,10.32066933,39.30538824,2.02278161,-2.068251848,0.013170963,9.907519814,38.89128392,2.033825636,-1.99594593,0.005570558
1-195171,11863-1901,1-195171,9.461127229,40.07458691,1.288095117,6.899576187,0.136156645,9.002349375,39.672662,1.270041943,7.110827923,0.0526479,8.516351497,39.22871983,1.270041943,7.110827923,0.018951052
1-195175,11863-9101,1-195175,11.10846366,40.20488727,1.904986739,-1.700991511,0.168493565,10.8389685,39.97292323,1.977355003,-2.181521654,0.087297059,10.54922956,39.7051004,1.989805222,-2.300086737,0.045222492
1-195176,11863-3702,1-195176,11.05332302,40.27746082,1.986996412,-1.726835608,0.16600321,10.6585556,39.95241211,2.008962631,-1.679523349,0.081158837,10.28893425,39.61705166,2.013653517,-1.625350118,0.036953558
1-195208,11955-1901,1-195208,9.921850084,39.68153805,1.911453962,-1.244395971,0.030396301,9.502629252,39.2659678,1.919992566,-1.457787514,0.012260862,8.568664551,38.37615616,1.935615778,-1.560681939,0.001508092
1-195230,11021-12701,1-195230,9.421397808,39.98649918,1.34651053,6.679716587,0.130444934,9.125712135,39.46939035,1.3717134,5.24589777,0.049208158,8.841692146,39.21735055,1.347980857,4.727552891,0.026984519
1-195233,11955-6103,1-195233,10.36801574,39.90955008,1.539565682,4.076911449,0.056095627,9.86169638,39.43682473,1.529001355,4.422326088,0.022078036,9.554935715,39.11785747,1.526694059,4.451556206,0.012943758
1-195235,11954-1901,1-195235,10.14506221,40.20008192,1.665488482,-0.328312039,0.485358756,9.742478314,39.87316255,1.676767468,-0.731687307,0.309567654,9.345146561,39.51479509,1.675246954,-0.852526844,0.134118592
1-195237,11955-6102,1-195237,10.89777535,40.19295134,1.984002352,-1.528242111,0.040040409,10.68587743,39.9589662,2.014766932,-1.991597533,0.023533097,10.43203483,39.65174553,2.03950429,-2.183475494,0.014284381
1-195241,11955-3704,1-195241,9.788550481,39.23391259,1.245360255,5.172630787,0.09357069,9.360850666,38.65369485,1.279620886,4.833060741,0.029847703,9.007675257,38.26853825,1.28265667,4.767356873,0.012926685
1-195251,11955-9102,1-195251,10.7025977,40.26836542,1.412649393,3.640788555,1.057387697,10.49792091,40.04295845,1.54891479,1.385515928,0.414438724,10.29855693,39.88452493,1.552527666,0.877176642,0.285580648
1-195258,11955-3701,1-195258,9.405536386,38.99566303,1.779785395,0.640492737,0.003399262,9.034741732,38.20626153,1.788950682,0.31458652,0.002325883,8.553275599,37.72535324,1.802990079,0.029170381,0.001245811
1-195260,11831-9102,1-195260,9.847086293,40.39186746,1.208193302,6.40737915,0.474516488,9.531994994,39.98181513,1.208114505,5.8070364,0.217179386,9.184611194,39.62573049,1.205947995,5.579852581,0.096485363
1-195266,11955-12705,1-195266,9.767902552,38.52319214,1.544698834,1.635690331,0.016438638,9.442571318,38.12733431,1.578138232,1.543304563,0.006980275,9.091152289,37.77274528,1.608183146,1.767077684,0.00327926
1-195268,11955-3702,1-195268,10.24422427,39.34919797,1.600624442,2.521790266,0.034497891,9.807659414,38.90461494,1.564543486,2.944560766,0.013554599,9.515954299,38.62707969,1.55891633,2.981012106,0.007112042
1-195276,11955-3703,1-195276,9.719951363,40.25728598,1.216213346,6.829797745,0.231915806,9.282870192,39.54134112,1.244206071,6.882090092,0.053304306,8.874212383,38.98544798,1.250063181,6.903832912,0.016751606
1-195282,11955-1902,1-195282,10.54505724,40.44291662,1.967303991,-1.876163244,0.226201408,10.20271827,40.18269033,2.007316351,-2.076556921,0.142845041,9.877436054,39.85679436,2.043343544,-2.117287874,0.072423248
1-195292,11761-6104,1-195292,10.42268169,40.13224677,1.828526258,-0.270955861,0.322216098,10.19279283,39.96173743,1.820339561,-0.543189406,0.256984756,10.00019422,39.75990589,1.849654555,-0.543189406,0.167839084
1-195293,11761-12704,1-195293,10.65870889,39.71105539,1.338184834,5.208286762,0.539856611,10.35742138,39.3184803,1.364494801,4.700223923,0.231215036,10.10805004,39.07657788,1.374673128,4.691018105,0.12490496
1-195325,11955-12703,1-195325,10.81743705,40.3628049,1.871110201,0.038531408,0.205635268,10.63022614,40.24711029,1.994005561,-1.609651804,0.105469363,10.47383842,40.16364455,1.973910093,-1.596761584,0.086783049
1-195331,11761-12703,1-195331,10.7238897,39.94154443,1.46473074,3.483365297,0.547207852,10.43489114,39.46947585,1.630307078,0.977641702,0.11965621,10.15224839,39.17720805,1.714327097,0.306734681,0.042696946
1-195337,11761-12705,1-195337,11.16841831,40.74198622,1.466755748,4.1237607,1.676798165,11.03245013,40.41809546,1.524297953,3.188646555,0.857626046,10.8613959,40.14925604,1.606781125,2.265836954,0.410563483
1-195343,11761-3701,1-195343,10.39691143,39.58681795,1.812531471,-0.175299734,0.031847573,10.10521862,39.3036159,1.86011982,-0.668157279,0.012333076,9.777304005,38.99760417,1.877207518,-0.758027971,0.006032952
1-195344,11761-3702,1-195344,11.15608057,39.34616114,1.987676144,-2.294517517,0.004038262,10.7722468,38.92734597,2.011270761,-2.001425028,0.003070924,10.42440894,38.56850048,2.021850348,-1.984243035,0.001655614
1-195349,11955-12702,1-195349,10.9269069,40.2677997,1.369422078,4.559556961,0.302674101,10.69836129,39.94914926,1.517473698,3.217750072,0.08482619,10.46326645,39.66791058,1.61666739,2.20052886,0.0343535
1-195355,11831-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-195359,11761-12702,1-195359,10.29084987,40.67687984,1.45454514,3.765172005,2.732143945,9.952919449,40.2082093,1.598367453,1.972861052,0.563883826,9.673907032,39.92398467,1.653100967,1.12091279,0.227117881
1-195370,11761-9101,1-195370,9.50670596,39.31363194,1.278278232,5.607748985,0.0306307,9.109879921,38.71664581,1.302423477,4.834254742,0.008830987,8.727885717,38.23352553,1.323053598,4.647934914,0.003122559
1-195378,11955-12701,1-195378,9.349714555,40.23999742,1.270894766,6.303976059,0.17449636,8.980098264,39.73303242,1.284975767,6.193196774,0.065950191,8.628213261,39.20314418,1.285830617,6.336725235,0.023049557
1-195400,11863-12704,1-195400,10.76374624,nan,1.541484833,1.819765329,0.046137363,10.58266459,38.98463477,1.768893242,-0.724808931,0.006536377,10.44092685,38.88803193,1.814761996,-1.229769707,0.004414978
1-195405,11863-6104,1-195405,10.90558771,39.5599313,1.902474403,-1.306351662,0.010617029,10.6970889,39.39657739,1.950995922,-1.726490855,0.006395338,10.44862337,39.06017294,1.981136918,-1.910686255,0.004220805
1-195465,11863-3704,1-195465,10.74664831,38.74056685,1.934817791,-1.597631097,0.003543363,10.34874869,38.35843486,1.945543528,-1.785795927,0.001319307,9.810461315,37.84892318,1.950843334,-1.851652741,0.000351174
1-195478,11863-9102,1-195478,10.80852531,40.62664726,1.669090867,2.258230209,1.874384848,10.55478589,40.32412951,1.658816099,2.267006636,1.21981731,10.29179632,40.02796362,1.638060093,2.542239666,0.683525757
1-195601,11954-6103,1-195601,10.39064981,40.07974376,1.696587086,1.103387833,0.296753545,10.03763678,39.73666572,1.75730741,0.353730172,0.080812983,9.615301474,39.34977796,1.768926501,0.076846212,0.031125672
1-195612,11021-12705,1-195612,11.1814418,38.81581283,1.958491564,-1.082723379,0.003708564,10.99587969,38.65203113,1.988757014,-1.932636857,0.001601782,10.71724898,38.35702875,2.00730443,-2.015702724,0.000704276
1-195619,11021-6104,1-195619,11.05483304,40.5980788,2.082651377,-2.183530569,0.201286916,10.86462208,40.4066883,2.063163519,-2.395936012,0.14996988,10.6264193,40.15202149,2.062265635,-2.467385769,0.102809986
1-195623,11021-6101,1-195623,10.99481757,40.925577,1.922761917,-1.369735479,0.729449924,10.79002701,40.74538215,1.956521511,-1.767783523,0.517182289,10.58352124,40.54841524,1.994202137,-1.969705701,0.329243978
1-195671,11021-3701,1-195671,11.20565466,40.26926217,2.010746002,-2.109597683,0.078959343,10.97502743,40.03777071,1.987701774,-2.130209208,0.057958616,10.68201458,39.69068124,1.984034538,-2.10045743,0.034174777
1-195684,11021-3704,1-195684,10.76763006,39.73299024,2.058870792,-2.825031757,0.029507669,10.42906978,39.32531203,2.092942953,-2.949027777,0.013516151,10.10293859,38.99401653,2.102499485,-2.959731102,0.005954474
1-195686,11954-3702,1-195686,9.403834968,40.26793558,1.443987727,4.274834156,0.746942026,8.947814845,39.86457865,1.406845927,4.490888119,0.351066404,8.592449896,39.49824487,1.402148008,4.466025352,0.154339072
1-195690,11021-3702,1-195690,10.4025755,40.64941541,2.017893076,-2.126105309,0.280561135,10.08574941,40.36030281,2.057898045,-2.356183529,0.153469146,9.727153272,40.02529767,2.082659721,-2.390027046,0.075167283
1-195704,11021-9101,1-195704,10.63085885,40.66562397,1.870827079,-0.991354048,0.4141264,10.39490772,40.42478301,1.937998056,-1.992730141,0.200444497,10.16672069,40.20712184,1.998263597,-2.261695862,0.113557514
1-195717,11954-9101,1-195717,10.22114112,40.52605487,1.257248998,5.443629265,2.483021707,9.873555534,40.17302374,1.239253998,5.039249897,1.399547102,9.571797815,39.9049162,1.222850561,4.927745342,0.819664725
1-195737,11954-3703,1-195737,10.39936829,40.2762102,1.281722307,5.53855896,1.458772228,10.01328099,39.66051616,1.370200157,4.456567764,0.414990171,9.689748931,39.2665895,1.41099143,4.037150383,0.16822031
1-195753,11955-6104,1-195753,9.969144685,39.93395675,1.280566812,5.885845661,0.428779464,9.419574867,39.17715956,1.29614675,5.379923344,0.097533316,9.119069953,38.81705149,1.301757574,5.171040058,0.045617022
1-195761,11955-12704,1-195761,11.09697077,39.61253768,1.864934921,0.466003299,0.059983934,10.84295459,39.36226164,1.972949505,-0.956404805,0.030165819,10.55684319,39.02851296,2.013805151,-1.42835629,0.014115188
1-195763,11955-9101,1-195763,10.79618004,40.13705635,1.842029095,-0.75197345,0.0899709,10.54516916,39.91780504,1.851588845,-0.727899253,0.058314429,10.31099625,39.7062784,1.852705002,-0.726824045,0.038028625
1-195843,11021-6103,1-195843,9.565140913,39.0932822,1.271095276,6.759500027,nan,9.289792556,39.83527711,1.288509488,6.570953369,0.07599773,8.996707939,39.50458329,1.246930361,6.44208765,0.039551783
1-195845,11021-6102,1-195845,10.74372057,39.65333835,1.481767297,3.324034929,0.293248658,10.35469349,39.24220073,1.653949618,1.97722578,0.072574598,10.04093606,38.95532189,1.679170489,1.77125001,0.032682684
1-195854,11021-1901,1-195854,10.57660464,40.04150222,1.884649634,-1.409374118,0.06828671,10.24074979,39.7328596,1.915771842,-1.509719849,0.032797476,9.85428613,39.33036502,1.921646595,-1.496140718,0.013183945
1-195861,11021-12702,1-195861,9.19835152,40.6365147,1.277196407,5.614974022,0.458312145,8.858779461,40.41225957,1.27635181,5.592325687,0.22785888,8.506570967,40.1861465,1.268975496,5.812757015,0.119656096
1-195917,11021-12704,1-195917,9.359841487,39.64979313,1.284623027,4.951716423,0.085100219,9.050652069,39.14857762,1.307957768,3.752702713,0.034062945,8.708747132,38.65958203,1.325650692,4.321638107,0.012215763
1-195951,11758-6104,1-195951,11.25068274,40.28246857,1.754537344,1.739003181,0.600960641,11.08392684,40.137578,1.767733455,1.359311104,0.345934152,10.87139516,39.98343663,1.719209313,1.797937751,0.241478079
1-195960,11758-12703,1-195960,9.689462952,40.53294934,1.346063137,5.641242504,0.622678185,9.335521153,40.01222589,1.382824421,4.40584898,0.244972686,9.047700732,39.60762036,1.408193231,3.962341309,0.105746704
1-195973,11758-12702,1-195973,9.850166065,39.65837182,1.329314709,5.685717106,0.144044343,9.565341552,38.95244088,1.377647042,4.564275742,0.051738966,9.272300344,38.5327711,1.397737145,4.219425678,0.026351341
1-195979,11758-1901,1-195979,9.858688023,40.1648288,1.290037513,4.773165703,0.462685877,9.36435907,39.74987326,1.240923524,5.143307686,0.174578542,9.020481744,39.45113537,1.234171152,5.183448315,0.087019438
1-196017,11758-6103,1-196017,9.795567476,40.19369923,1.284708142,6.338661194,0.370996068,9.407484024,39.55727371,1.303055644,6.028260231,0.117946538,9.072263797,39.13991016,1.304815531,5.984726906,0.056174049
1-196021,11758-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-196053,11954-12703,1-196053,9.655286715,40.35122175,1.319144964,5.781659126,0.600767196,9.3289099,39.75909331,1.333209634,5.543992519,0.220986579,9.040933737,39.39869148,1.342512608,5.60927248,0.106754199
1-196091,11021-3703,1-196091,10.51977006,41.06647105,1.672400713,1.814484954,0.340679751,10.27730201,41.00245684,1.63913703,2.861994028,0.240453397,9.948599256,40.78991389,1.590636969,3.67876029,0.139618825
1-196110,11021-12703,1-196110,10.14462864,39.68231248,1.336558342,3.785854101,0.264433717,9.795646786,39.16265866,1.351664662,3.804575443,0.095802331,9.480160264,38.78855359,1.358047605,4.075581551,0.041938565
1-196222,11020-9101,1-196222,11.57919579,39.02162382,1.983345985,-2.176681042,0.003262661,11.34119976,38.84357158,2.004821062,-2.301198244,0.001975745,11.11291831,38.64762118,2.026377678,-2.353773117,0.001517133
1-196234,11020-6101,1-196234,9.392798491,41.02237625,1.235042453,6.728404999,0.782499178,8.929136446,40.30236607,1.296997786,6.189518452,0.172683693,8.563983487,39.777914,1.304577708,6.0760355,0.059924367
1-196267,9884-3703,1-196267,10.74799247,39.34474763,1.751239896,0.843769073,0.006691139,10.38974191,38.9426057,1.758786082,0.939105153,0.002229508,10.0227745,38.54905083,1.758786082,0.939105153,0.001024756
1-196274,9884-12704,1-196274,9.236660031,41.19156466,1.239055514,5.875844955,1.47808468,8.832355494,40.65681801,1.25747931,5.851384163,0.50234277,8.40435235,40.19174939,1.276347637,5.586285591,0.177198436
1-196277,9884-1901,1-196277,10.58867464,39.27844712,1.39616251,3.62806654,0.101576882,10.28199315,38.82416697,1.508942246,2.366544962,0.033087903,9.915170883,38.45761127,1.523643732,1.824883699,0.012505361
1-196310,9884-12703,1-196310,10.67683988,39.45035234,1.357511044,2.834748268,0.165129438,10.41972811,38.9554722,1.559486151,0.955595553,0.034234173,10.11489559,38.57025211,1.683436275,-0.14172788,0.008098626
1-196327,9884-3702,1-196327,11.2846236,39.45709485,1.922432065,-1.921131134,0.012589612,10.98363423,39.21305699,1.948796749,-2.060398817,0.006324325,10.60774076,38.85774905,1.953799486,-2.229980707,0.002717767
1-196331,9884-9101,1-196331,10.77401892,39.54590989,1.370671988,4.795944691,0.283819596,10.40114935,39.02981413,1.458503485,3.499379635,0.081923921,9.985948478,38.56752764,1.513103604,3.175173521,0.025442607
1-196372,9884-3701,1-196372,10.67205544,40.36382788,2.024176598,-2.169056892,0.146125918,10.35495338,40.12597334,2.022741556,-2.120774031,0.092479895,10.04855589,39.84297146,2.022741556,-2.120485783,0.048517577
1-196390,11758-1902,1-196390,9.746772874,38.07138937,1.816412926,-0.642766953,0.000294226,9.404701311,37.50078775,1.814374924,-1.046220779,9.82E-05,9.104567822,37.1690827,1.81276679,-1.131301522,3.53E-05
1-196444,11020-3701,1-196444,11.07287758,40.68697645,1.944839835,-1.43703258,0.096145517,10.80110427,40.44112075,1.996291876,-1.639350533,0.065518018,10.51158076,40.13190323,2.000268936,-1.750719786,0.034947573
1-196497,11020-9102,1-196497,11.32169427,39.18725917,1.877613187,-0.62027663,0.014647215,11.12003351,38.9823152,1.981425524,-1.76872015,0.007223536,10.84461645,38.73937624,2.05672121,-2.125712395,0.003777042
1-196523,9884-9102,1-196523,11.64170146,39.22223375,1.789211392,-0.170887038,0.004770897,11.41327469,39.01516182,1.871678233,-0.404970169,0.002724296,11.17399924,38.93353882,1.925983191,-0.508431673,0.002200124
1-196580,8309-6102,1-196580,11.37682858,39.48575462,2.017744064,-1.866475224,0.011478153,11.04458634,39.14561521,2.048459053,-1.865011454,0.006003408,10.66986649,38.73387059,2.06418705,-1.866475224,0.002256752
